"","price","event_date","product_content_id","sold_count","visit_count","favored_count","basket_count","category_sold","category_brand_sold","category_visits","ty_visits","category_basket","category_favored","w_day","Month","weeknumber"
"27",142.2206993,2021-05-23,32939029,143,6840,745,742,806,4260,861,134993625,45259,4000,"Sun","May","21"
"28",141.9326486,2021-05-22,32939029,185,7408,1001,693,926,5373,974,133292217,47426,3987,"Sat","May","21"
"29",142.2895855,2021-05-21,32939029,193,7332,812,788,806,4010,857,114325622,39773,3537,"Fri","May","21"
"30",138.9345055,2021-05-20,32939029,273,7068,801,921,842,3587,898,110621993,35296,3299,"Thu","May","20"
"31",137.9960082,2021-05-19,32939029,243,6758,651,845,802,3444,845,111518681,36927,3257,"Wed","May","20"
"32",138.2681315,2021-05-18,32939029,289,8202,834,1003,1030,5287,1078,113480040,45825,4003,"Tue","May","20"
"33",138.1118123,2021-05-17,32939029,309,8809,964,985,1180,4543,1232,118545626,47975,4164,"Mon","May","20"
"34",138.2485979,2021-05-16,32939029,378,10646,1200,1320,1304,5925,1370,153342268,58820,5221,"Sun","May","20"
"35",138.2191512,2021-05-15,32939029,377,9452,1160,1287,1142,5366,1183,149170542,50306,4452,"Sat","May","20"
"36",138.2356056,2021-05-14,32939029,355,9373,936,1283,1048,4884,1109,146822154,49697,4585,"Fri","May","20"
"37",138.1521257,2021-05-13,32939029,334,9300,1024,1317,981,4265,1022,136620621,45855,4245,"Thu","May","19"
"38",138.2386018,2021-05-12,32939029,329,11913,1465,1548,1107,4992,1144,151085860,54979,5034,"Wed","May","19"
"39",138.0971918,2021-05-11,32939029,438,14518,2076,1786,1398,6454,1448,155978280,66366,6230,"Tue","May","19"
"40",138.3360039,2021-05-10,32939029,513,15725,2448,2082,1537,6717,1616,169430096,67433,6632,"Mon","May","19"
"41",138.359657,2021-05-09,32939029,379,11703,1780,1716,1341,5763,1406,168024408,59988,6111,"Sun","May","19"
"42",138.3335604,2021-05-08,32939029,455,11006,1210,1600,1358,5658,1415,167585151,61022,6070,"Sat","May","19"
"43",138.328263,2021-05-07,32939029,403,10777,1262,1502,1437,5647,1512,166533816,61573,6191,"Fri","May","19"
"44",138.244525,2021-05-06,32939029,400,9249,840,1353,1485,5043,1534,167347054,59196,5528,"Thu","May","18"
"45",138.2393496,2021-05-05,32939029,369,8199,738,1166,1338,5341,1401,163703836,56969,5329,"Wed","May","18"
"46",139.1573529,2021-05-04,32939029,306,7930,768,1024,1111,4254,1165,165351961,51229,4535,"Tue","May","18"
"47",141.2989247,2021-05-03,32939029,279,8703,1394,1053,1159,6758,1228,168766437,55264,4885,"Mon","May","18"
"48",142.1903553,2021-05-02,32939029,197,7200,983,820,949,5354,1004,169038376,51817,4153,"Sun","May","18"
"49",141.1954229,2021-05-01,32939029,201,7693,885,898,1090,5412,1153,167166342,57561,4869,"Sat","May","18"
"50",136.7768182,2021-04-30,32939029,264,8343,941,1031,1576,8649,1648,166390910,76085,6714,"Fri","Apr","18"
"51",135.1244964,2021-04-29,32939029,278,8830,790,1175,2078,9786,2199,165272801,89891,9232,"Thu","Apr","17"
"52",137.9661165,2021-04-28,32939029,206,8797,1080,954,2144,15283,2288,169419187,111027,10602,"Wed","Apr","17"
"53",138.3784615,2021-04-27,32939029,234,9157,1093,1164,2006,9991,2115,178545693,84580,8954,"Tue","Apr","17"
"54",140.2408796,2021-04-26,32939029,216,9444,1559,1243,1042,7894,1087,138166259,63661,6277,"Mon","Apr","17"
"55",141.7628866,2021-04-25,32939029,194,9782,1685,1190,836,7579,891,141577160,60406,5340,"Sun","Apr","17"
"56",142.132,2021-04-24,32939029,150,9234,1560,1180,971,9130,1021,141692633,64592,6483,"Sat","Apr","17"
"57",140.4324747,2021-04-23,32939029,198,9493,1706,1229,1049,9528,1091,132336200,64616,6207,"Fri","Apr","17"
"58",145.992378,2021-04-22,32939029,164,6002,593,769,709,3763,743,112689057,38991,3552,"Thu","Apr","16"
"59",152.9167068,2021-04-21,32939029,249,8545,899,1357,1023,4897,1082,122353032,49550,4772,"Wed","Apr","16"
"60",143.9150811,2021-04-20,32939029,185,5899,795,711,928,4380,969,121129730,43326,3751,"Tue","Apr","16"
"61",143.1451813,2021-04-19,32939029,193,5616,567,741,1017,4702,1092,118960272,47908,4108,"Mon","Apr","16"
"62",142.0974093,2021-04-18,32939029,193,6266,927,766,968,7122,1026,141122774,57296,4384,"Sun","Apr","16"
"63",142.5423485,2021-04-17,32939029,132,5669,655,603,953,5424,1006,136161033,50569,4429,"Sat","Apr","16"
"64",142.2866977,2021-04-16,32939029,215,7955,1148,929,1063,5227,1118,113739321,51338,4664,"Fri","Apr","16"
"65",143.2595652,2021-04-15,32939029,184,8176,1388,918,1290,6516,1349,110483850,55736,5540,"Thu","Apr","15"
"66",150.6218579,2021-04-14,32939029,183,6160,546,792,943,4603,993,107502305,43018,4283,"Wed","Apr","15"
"67",141.0773585,2021-04-13,32939029,159,4674,454,568,844,3285,878,93742430,37347,3355,"Tue","Apr","15"
"68",140.0211765,2021-04-12,32939029,187,6998,718,818,884,3862,932,94664899,41265,3826,"Mon","Apr","15"
"69",137.6216117,2021-04-11,32939029,273,7664,870,900,1121,5379,1181,128491255,52945,4704,"Sun","Apr","15"
"70",137.9660606,2021-04-10,32939029,165,6624,671,717,939,4182,982,123623591,49109,4387,"Sat","Apr","15"
"71",138.0890323,2021-04-09,32939029,186,5693,474,755,928,3513,970,98458217,41864,4091,"Fri","Apr","15"
"72",139.5582456,2021-04-08,32939029,285,7811,564,1186,1265,3898,1327,105908791,51262,5369,"Thu","Apr","14"
"73",138.9249351,2021-04-07,32939029,385,10291,1086,1529,1766,6101,1837,119409207,67802,7102,"Wed","Apr","14"
"74",134.8566572,2021-04-06,32939029,353,15056,2119,2064,1866,10600,1921,128558035,86949,8869,"Tue","Apr","14"
"75",136.318,2021-04-05,32939029,310,15589,2696,2249,1768,8913,1820,139217259,78138,8571,"Mon","Apr","14"
"76",137.3306931,2021-04-04,32939029,303,12915,1920,1712,1271,7840,1320,139955144,71130,6997,"Sun","Apr","14"
"77",141.561716,2021-04-03,32939029,169,6480,747,812,693,3770,722,113998577,41705,3574,"Sat","Apr","14"
"78",142.5106667,2021-04-02,32939029,135,4747,529,547,613,2818,648,99272327,32741,2792,"Fri","Apr","14"
"79",143.9802643,2021-04-01,32939029,227,7281,929,915,829,3241,869,94690795,37024,3559,"Thu","Apr","13"
"80",149.3584472,2021-03-31,32939029,322,8766,872,1581,899,3537,946,97565790,40799,4518,"Wed","Mar","13"
"81",142.5144172,2021-03-30,32939029,163,5828,789,772,741,4709,777,96344809,40167,3545,"Tue","Mar","13"
"82",140.9394444,2021-03-29,32939029,162,6338,748,724,767,4997,803,93829264,43593,3301,"Mon","Mar","13"
"83",136.6452941,2021-03-28,32939029,221,6408,674,876,819,4572,849,104071109,45886,3793,"Sun","Mar","13"
"84",134.5786667,2021-03-27,32939029,150,4247,437,570,685,3138,719,87307349,37092,3150,"Sat","Mar","13"
"85",134.6825,2021-03-26,32939029,120,4255,352,569,726,3631,753,94014202,41698,3611,"Fri","Mar","13"
"86",137,2021-03-25,32939029,98,2879,239,396,847,4388,881,97878461,48343,4169,"Thu","Mar","12"
"87",137.1437313,2021-03-24,32939029,67,2624,175,338,1280,5156,1327,101897286,62995,6349,"Wed","Mar","12"
"88",135.262037,2021-03-23,32939029,108,4684,548,803,1384,6120,1423,106099329,66190,7527,"Tue","Mar","12"
"89",140.6693671,2021-03-22,32939029,79,3518,457,374,816,4295,857,96102096,45084,3840,"Mon","Mar","12"
"90",143.3363636,2021-03-21,32939029,44,2439,317,266,735,4467,789,110622245,44283,3767,"Sun","Mar","12"
"91",143.7695349,2021-03-20,32939029,43,2429,235,236,729,3935,769,95372662,43361,3791,"Sat","Mar","12"
"92",137.4772656,2021-03-19,32939029,128,3595,345,475,872,4887,914,102330747,52698,4669,"Fri","Mar","12"
"93",142.8505319,2021-03-18,32939029,94,4212,493,548,904,5470,959,105059702,58481,6524,"Thu","Mar","11"
"94",153.9340659,2021-03-17,32939029,91,4265,443,575,1077,5329,1126,104892643,60111,5641,"Wed","Mar","11"
"95",140.7965385,2021-03-16,32939029,182,7191,948,942,1109,5887,1163,103685376,63517,5613,"Tue","Mar","11"
"96",144.1688,2021-03-15,32939029,50,2185,181,265,966,5608,1022,86190389,57167,4604,"Mon","Mar","11"
"97",142.8210417,2021-03-14,32939029,48,1415,159,157,863,4245,914,61012743,29005,2525,"Sun","Mar","11"
"98",140.4539744,2021-03-13,32939029,78,2687,181,343,801,3123,839,100196287,45688,4142,"Sat","Mar","11"
"99",142.5691503,2021-03-12,32939029,153,4695,381,639,1539,5821,1589,110853705,67339,6551,"Fri","Mar","11"
"100",139.9064479,2021-03-11,32939029,259,9106,973,1203,3132,12868,3205,152432376,129442,14388,"Thu","Mar","10"
"101",142.375,2021-03-10,32939029,344,14076,1427,1858,4031,16442,4116,153873907,185804,21963,"Wed","Mar","10"
"102",138.5531737,2021-03-09,32939029,334,11704,1528,1715,2462,11074,2550,174266044,103704,11828,"Tue","Mar","10"
"103",141.8551832,2021-03-08,32939029,191,8170,1511,1212,1252,8138,1305,122712510,69511,7888,"Mon","Mar","10"
"104",149.5093204,2021-03-07,32939029,103,5666,1106,675,683,6196,724,110497542,51398,4681,"Sun","Mar","10"
"105",151.6004167,2021-03-06,32939029,72,5915,1645,609,598,6732,640,97036517,46607,4198,"Sat","Mar","10"
"106",149.7833333,2021-03-05,32939029,72,6648,2085,611,615,6619,659,87075554,45241,3884,"Fri","Mar","10"
"107",149.0807595,2021-03-04,32939029,79,4722,633,445,640,5442,684,87683863,51352,3644,"Thu","Mar","9"
"108",152.7411656,2021-03-03,32939029,163,6073,755,893,970,5878,1025,92090829,67256,5420,"Wed","Mar","9"
"109",146.6543704,2021-03-02,32939029,135,7885,1599,744,909,8359,963,95133461,60625,4724,"Tue","Mar","9"
"110",143.7926549,2021-03-01,32939029,113,6137,873,554,726,5416,777,97043337,49751,3913,"Mon","Mar","9"
"111",137.8625325,2021-02-28,32939029,154,6911,940,838,705,5346,759,123215564,53970,4421,"Sun","Feb","9"
"112",136.9588148,2021-02-27,32939029,135,4646,551,605,732,4345,783,113771691,46128,3975,"Sat","Feb","9"
"113",137.9958915,2021-02-26,32939029,129,3495,417,488,638,3986,686,87916264,40989,3524,"Fri","Feb","9"
"114",136.9526786,2021-02-25,32939029,112,3251,452,462,719,4346,766,93694883,46023,4318,"Thu","Feb","8"
"115",135.0538095,2021-02-24,32939029,147,4722,674,699,1186,7195,1237,101408186,64094,7115,"Wed","Feb","8"
"116",135.4251656,2021-02-23,32939029,151,6872,1326,991,1218,8083,1284,95066903,67154,7793,"Tue","Feb","8"
"117",139.0042553,2021-02-22,32939029,141,5521,676,819,1081,7374,1150,97780577,68614,7041,"Mon","Feb","8"
"118",138.4868613,2021-02-21,32939029,137,5376,689,578,1080,9184,1163,125945228,77738,6544,"Sun","Feb","8"
"119",138.2661972,2021-02-20,32939029,142,5229,621,586,1128,7628,1199,125877548,74681,6936,"Sat","Feb","8"
"120",137.9366667,2021-02-19,32939029,120,3702,519,437,1091,7868,1153,93850317,72328,6484,"Fri","Feb","8"
"121",138.6760952,2021-02-18,32939029,105,3148,302,405,984,6117,1014,93872079,61315,5438,"Thu","Feb","7"
"122",139.64775,2021-02-17,32939029,80,2659,346,337,1281,6621,1319,100772671,68112,6043,"Wed","Feb","7"
"123",145.1808696,2021-02-16,32939029,46,1725,281,192,1241,6542,1272,98064731,58776,4829,"Tue","Feb","7"
"124",144.3166667,2021-02-15,32939029,48,2283,331,195,1311,7542,1357,93274705,68330,5559,"Mon","Feb","7"
"125",139.2994792,2021-02-14,32939029,96,3691,432,527,1379,9416,1421,107936091,90517,6804,"Sun","Feb","7"
"126",138.7194444,2021-02-13,32939029,72,3211,342,388,1675,12180,1721,111864783,112527,7970,"Sat","Feb","7"
"127",140.1191045,2021-02-12,32939029,67,2437,290,321,1479,9697,1524,92757545,82823,7502,"Fri","Feb","7"
"128",144.5244643,2021-02-11,32939029,56,2083,220,220,1260,8022,1300,92973986,72017,6272,"Thu","Feb","6"
"129",147.3603774,2021-02-10,32939029,53,2371,269,212,1160,6420,1212,94964496,65633,5901,"Wed","Feb","6"
"130",149.9073333,2021-02-09,32939029,45,2688,296,242,1115,5476,1155,100305704,60418,5100,"Tue","Feb","6"
"131",149.6451852,2021-02-08,32939029,54,3656,728,345,1099,7309,1144,96652425,67427,4957,"Mon","Feb","6"
"132",144.3270103,2021-02-07,32939029,97,5501,968,531,1197,8772,1233,118459567,86874,5887,"Sun","Feb","6"
"133",134.5430556,2021-02-06,32939029,144,4059,436,542,1311,9898,1370,116898269,95301,6829,"Sat","Feb","6"
"134",134.5773585,2021-02-05,32939029,106,3251,307,392,2121,9637,2176,108289415,103254,8088,"Fri","Feb","6"
"135",134.7577778,2021-02-04,32939029,135,3860,442,391,3691,18425,3757,135950747,162743,13241,"Thu","Feb","5"
"136",134.6785976,2021-02-03,32939029,164,5362,614,538,3891,28944,3992,150939699,281022,44445,"Wed","Feb","5"
"137",134.8955758,2021-02-02,32939029,165,4802,720,496,2792,17260,2875,152633366,128150,9977,"Tue","Feb","5"
"138",137.1785484,2021-02-01,32939029,62,1869,408,185,1193,9761,1229,79282989,53860,4124,"Mon","Feb","5"
"139",148.6876,2021-01-31,32939029,25,1816,319,133,652,8319,686,106299761,59493,3553,"Sun","Jan","5"
"140",144.8894444,2021-01-30,32939029,18,1479,212,84,650,6084,690,106561192,52184,3154,"Sat","Jan","5"
"141",145.6977778,2021-01-29,32939029,18,0,186,87,610,5360,635,1,0,2742,"Fri","Jan","5"
"142",146.0461538,2021-01-28,32939029,13,0,78,53,668,3574,700,1,0,2563,"Thu","Jan","4"
"143",144.3769231,2021-01-27,32939029,13,0,162,55,767,4776,803,1,0,2798,"Wed","Jan","4"
"144",146.78725,2021-01-26,32939029,40,0,261,105,930,7846,974,1,0,3161,"Tue","Jan","4"
"145",146.497027,2021-01-25,32939029,37,0,237,112,979,7310,1028,1,0,3298,"Mon","Jan","4"
"146",146.5,2021-01-24,32939029,33,0,222,112,855,7446,908,1,0,3275,"Sun","Jan","4"
"147",146.4785714,2021-01-23,32939029,28,0,160,111,856,4938,905,1,0,3266,"Sat","Jan","4"
"148",146.5,2021-01-22,32939029,22,0,187,124,718,4521,764,1,0,2634,"Fri","Jan","4"
"149",145.7166667,2021-01-21,32939029,42,0,353,197,757,4868,803,1,0,2967,"Thu","Jan","3"
"150",135.9340171,2021-01-20,32939029,117,0,510,380,772,4851,822,1,0,2931,"Wed","Jan","3"
"151",135.45,2021-01-19,32939029,126,0,557,377,826,4091,868,1,0,3043,"Tue","Jan","3"
"152",135.0037383,2021-01-18,32939029,107,0,465,358,760,3755,809,1,0,2676,"Mon","Jan","3"
"153",135.3736885,2021-01-17,32939029,122,0,588,411,916,5106,954,1,0,3319,"Sun","Jan","3"
"154",135.0731343,2021-01-16,32939029,134,0,518,468,953,5005,1010,1,0,3761,"Sat","Jan","3"
"155",135.2814286,2021-01-15,32939029,189,0,921,518,1207,6628,1252,1,0,3946,"Fri","Jan","3"
"156",135.2644444,2021-01-14,32939029,180,0,996,706,1319,6611,1374,1,0,5111,"Thu","Jan","2"
"157",135.1661053,2021-01-13,32939029,190,0,1155,644,1795,9282,1844,1,0,6686,"Wed","Jan","2"
"158",135.2409043,2021-01-12,32939029,188,0,1513,735,1551,8788,1606,1,0,5848,"Tue","Jan","2"
"159",135.3999315,2021-01-11,32939029,146,0,802,509,939,7464,978,1,0,4049,"Mon","Jan","2"
"160",135.3417391,2021-01-10,32939029,115,0,676,398,908,6527,972,1,0,3823,"Sun","Jan","2"
"161",135.1952381,2021-01-09,32939029,126,0,688,442,904,6083,936,1,0,3966,"Sat","Jan","2"
"162",135.2059322,2021-01-08,32939029,118,0,507,403,893,5639,929,1,0,3339,"Fri","Jan","2"
"163",135.637767,2021-01-07,32939029,103,0,446,378,833,6919,887,1,0,3544,"Thu","Jan","1"
"164",137.3021687,2021-01-06,32939029,83,0,396,283,918,9471,967,1,0,3660,"Wed","Jan","1"
"165",143.0470588,2021-01-05,32939029,34,0,199,105,778,6224,820,1,0,2950,"Tue","Jan","1"
"166",144.2290909,2021-01-04,32939029,22,0,101,70,720,5068,759,1,0,2668,"Mon","Jan","1"
"167",144.3034483,2021-01-03,32939029,29,0,228,108,717,7733,762,1,0,3164,"Sun","Jan","1"
"168",145.3071429,2021-01-02,32939029,14,0,229,95,659,6872,698,1,0,3147,"Sat","Jan","1"
"169",145.3214286,2021-01-01,32939029,28,0,168,106,596,5040,633,1,0,2665,"Fri","Jan","1"
"170",144.8944444,2020-12-31,32939029,18,0,86,69,551,3380,570,1,0,2200,"Thu","Dec","53"
"171",144.6490909,2020-12-30,32939029,11,0,88,48,548,3673,570,1,0,2187,"Wed","Dec","53"
"172",145.8214286,2020-12-29,32939029,14,0,121,53,610,4732,637,1,0,2494,"Tue","Dec","52"
"173",147,2020-12-28,32939029,13,0,105,66,600,4541,640,1,0,2496,"Mon","Dec","52"
"174",144.6727273,2020-12-27,32939029,22,0,180,74,724,6005,747,1,0,3219,"Sun","Dec","52"
"175",139.36875,2020-12-26,32939029,32,0,216,149,825,5854,856,1,0,3568,"Sat","Dec","52"
"176",140.3989583,2020-12-25,32939029,48,0,244,183,867,5649,907,1,0,3820,"Fri","Dec","52"
"177",132.3064815,2020-12-24,32939029,162,0,745,516,1713,10710,1758,1,0,6658,"Thu","Dec","52"
"178",138.0893617,2020-12-23,32939029,235,0,1990,1189,3414,21292,3487,1,0,12501,"Wed","Dec","52"
"179",143.3508247,2020-12-22,32939029,194,0,1213,876,3413,23931,3477,1,0,13037,"Tue","Dec","51"
"180",139.8356643,2020-12-21,32939029,143,0,541,532,3043,17068,3122,1,0,11694,"Mon","Dec","51"
"181",141.6646429,2020-12-20,32939029,28,0,255,142,829,9159,870,1,0,4399,"Sun","Dec","51"
"182",137.3091837,2020-12-19,32939029,49,0,290,200,697,6429,735,1,0,3189,"Sat","Dec","51"
"183",137.5,2020-12-18,32939029,33,0,233,136,707,5016,748,1,0,2840,"Fri","Dec","51"
"184",137.9903846,2020-12-17,32939029,26,0,275,150,836,5609,875,1,0,3113,"Thu","Dec","51"
"185",136.425,2020-12-16,32939029,40,0,261,150,917,5089,987,1,0,3264,"Wed","Dec","51"
"186",136.3865854,2020-12-15,32939029,41,0,221,128,984,5421,1016,1,0,3139,"Tue","Dec","50"
"187",137.8379167,2020-12-14,32939029,24,0,212,137,899,5345,924,1,0,3174,"Mon","Dec","50"
"188",146.5922388,2020-12-13,32939029,67,0,344,265,1147,6095,1191,1,0,3993,"Sun","Dec","50"
"189",141.9403509,2020-12-12,32939029,57,0,435,279,1239,7110,1294,1,0,4517,"Sat","Dec","50"
"190",136.1346939,2020-12-11,32939029,49,0,298,175,834,4513,872,1,0,2913,"Fri","Dec","50"
"191",140.18625,2020-12-10,32939029,48,0,277,171,684,4651,724,1,0,2792,"Thu","Dec","50"
"192",140.695,2020-12-09,32939029,40,0,299,168,737,4271,779,1,0,2700,"Wed","Dec","50"
"193",135.3660377,2020-12-08,32939029,53,0,463,214,706,4232,744,1,0,2701,"Tue","Dec","49"
"194",133.262931,2020-12-07,32939029,116,0,692,379,778,5039,816,1,0,3015,"Mon","Dec","49"
"195",133.666129,2020-12-06,32939029,217,0,1395,741,994,7355,1049,1,0,3897,"Sun","Dec","49"
"196",133.9729885,2020-12-05,32939029,174,0,788,587,1004,6527,1038,1,0,3808,"Sat","Dec","49"
"197",134.1684615,2020-12-04,32939029,65,0,269,237,659,5288,711,1,0,2791,"Fri","Dec","49"
"198",134.3282051,2020-12-03,32939029,39,0,209,153,627,7799,664,1,0,5474,"Thu","Dec","49"
"199",133.7676471,2020-12-02,32939029,34,0,191,146,656,4276,686,1,0,2969,"Wed","Dec","49"
"200",135.35,2020-12-01,32939029,36,0,145,130,512,3441,553,1,0,2045,"Tue","Dec","48"
"201",136.7566667,2020-11-30,32939029,30,0,117,119,576,3989,613,1,0,2584,"Mon","Nov","48"
"202",136,2020-11-29,32939029,17,0,0,92,845,0,885,1,0,4139,"Sun","Nov","48"
"203",127.1,2020-11-28,32939029,25,0,0,110,2247,0,2334,1,0,7325,"Sat","Nov","48"
"204",125.6821918,2020-11-27,32939029,73,0,0,196,5557,0,5692,1,0,13670,"Fri","Nov","48"
"205",124.9620313,2020-11-26,32939029,64,0,0,202,4145,0,4263,1,0,10797,"Thu","Nov","48"
"206",125.7507071,2020-11-25,32939029,99,0,0,196,5139,0,5280,1,0,10089,"Wed","Nov","48"
"207",125.9313158,2020-11-24,32939029,38,0,0,160,1436,0,1498,1,0,6184,"Tue","Nov","47"
"208",137.3571429,2020-11-23,32939029,7,0,0,62,477,0,512,1,0,3044,"Mon","Nov","47"
"209",137.0375,2020-11-22,32939029,8,0,0,77,497,0,529,1,0,3087,"Sun","Nov","47"
"210",136.9,2020-11-21,32939029,8,0,0,79,408,0,436,1,0,2740,"Sat","Nov","47"
"211",145.985,2020-11-20,32939029,8,0,0,62,437,0,473,1,0,2404,"Fri","Nov","47"
"212",138.5,2020-11-19,32939029,6,0,0,71,419,0,453,1,0,2228,"Thu","Nov","47"
"213",139.23,2020-11-18,32939029,6,0,0,40,488,0,510,1,0,2162,"Wed","Nov","47"
"214",137.6215385,2020-11-17,32939029,13,0,0,75,529,0,567,1,0,2106,"Tue","Nov","46"
"215",136.9,2020-11-16,32939029,16,0,0,81,638,0,678,1,0,2266,"Mon","Nov","46"
"216",136.8766667,2020-11-15,32939029,21,0,0,104,753,0,787,1,0,2955,"Sun","Nov","46"
"217",131.19,2020-11-14,32939029,35,0,0,193,779,0,821,1,0,3831,"Sat","Nov","46"
"218",124.8991304,2020-11-13,32939029,69,0,0,275,1951,0,2030,1,0,6621,"Fri","Nov","46"
"219",123.3172549,2020-11-12,32939029,153,0,0,328,4472,0,4667,1,0,8703,"Thu","Nov","46"
"220",125.3030114,2020-11-11,32939029,176,0,0,495,4908,0,5116,1,0,13030,"Wed","Nov","46"
"221",125.790678,2020-11-10,32939029,118,0,0,392,3663,0,3827,1,0,9923,"Tue","Nov","45"
"222",121.3395385,2020-11-09,32939029,325,0,0,787,4708,0,4865,1,0,8278,"Mon","Nov","45"
"223",120.4288462,2020-11-08,32939029,104,0,0,650,1509,0,1551,1,0,10678,"Sun","Nov","45"
"224",132.9,2020-11-07,32939029,15,0,0,100,329,0,346,1,0,2991,"Sat","Nov","45"
"225",133.6846154,2020-11-06,32939029,13,0,0,108,399,0,417,1,0,2821,"Fri","Nov","45"
"226",133.6555556,2020-11-05,32939029,9,0,0,81,366,0,386,1,0,2708,"Thu","Nov","45"
"227",134.2333333,2020-11-04,32939029,12,0,0,74,448,0,469,1,0,2783,"Wed","Nov","45"
"228",134.6818182,2020-11-03,32939029,11,0,0,49,479,0,502,1,0,1836,"Tue","Nov","44"
"229",134.4636364,2020-11-02,32939029,11,0,0,44,452,0,486,1,0,1613,"Mon","Nov","44"
"230",134.7333333,2020-11-01,32939029,12,0,0,44,429,0,460,1,0,1512,"Sun","Nov","44"
"231",134.3545455,2020-10-31,32939029,11,0,0,33,350,0,366,1,0,1242,"Sat","Oct","44"
"232",132.4454545,2020-10-30,32939029,11,0,0,49,344,0,364,1,0,1379,"Fri","Oct","44"
"233",131.9,2020-10-29,32939029,16,0,0,58,406,0,435,1,0,1594,"Thu","Oct","44"
"234",131.9,2020-10-28,32939029,9,0,0,44,391,0,409,1,0,1439,"Wed","Oct","44"
"235",131.9,2020-10-27,32939029,11,0,0,58,418,0,445,1,0,1536,"Tue","Oct","43"
"236",131.1,2020-10-26,32939029,5,0,0,60,434,0,468,1,0,1663,"Mon","Oct","43"
"237",129.9,2020-10-25,32939029,19,0,0,73,421,0,444,1,0,1846,"Sun","Oct","43"
"238",130.1083333,2020-10-24,32939029,24,0,0,100,454,0,484,1,0,1776,"Sat","Oct","43"
"239",130.4555556,2020-10-23,32939029,9,0,0,67,419,0,444,1,0,1636,"Fri","Oct","43"
"240",129.9,2020-10-22,32939029,16,0,0,75,514,0,551,1,0,1930,"Thu","Oct","43"
"241",132.3,2020-10-21,32939029,8,0,0,58,559,0,596,1,0,2323,"Wed","Oct","43"
"242",136.1666667,2020-10-20,32939029,6,0,0,50,560,0,596,1,0,1997,"Tue","Oct","42"
"243",135.2,2020-10-19,32939029,12,0,0,55,623,0,661,1,0,2114,"Mon","Oct","42"
"244",134.2823529,2020-10-18,32939029,17,0,0,76,661,0,705,1,0,2533,"Sun","Oct","42"
"245",129.1666667,2020-10-17,32939029,15,0,0,95,558,0,596,1,0,2327,"Sat","Oct","42"
