,price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits,ty_visits,category_basket,category_favored,w_day,Month,weeknumber
19,59.99,24/05/2021,73318567,181,17985,1480,771,2889,74238,4311,108235639,754112,22994,Mon,May,21
20,60.15449835,23/05/2021,73318567,231,24351,2317,1034,3234,96601,4628,134993625,956153,28777,Sun,May,21
21,60.60288903,22/05/2021,73318567,186,20218,2362,898,3412,85995,4752,133292217,857221,26709,Sat,May,21
22,60.36622891,21/05/2021,73318567,101,11045,807,469,2474,50324,3421,114325622,589654,17928,Fri,May,21
23,59.99,20/05/2021,73318567,102,11228,889,412,2569,53623,3657,110621993,607309,19845,Thu,May,20
24,59.99,19/05/2021,73318567,109,12740,1116,495,2439,59893,3497,111518681,648375,19145,Wed,May,20
25,60.60558494,18/05/2021,73318567,133,12982,1243,491,2884,64457,3964,113480040,679369,21304,Tue,May,20
26,59.99,17/05/2021,73318567,107,13546,1249,529,2619,70602,3738,118545626,741711,21407,Mon,May,20
27,59.99,16/05/2021,73318567,173,14236,1212,747,4034,112331,6060,153342268,1139677,33593,Sun,May,20
28,59.99,15/05/2021,73318567,242,17450,2205,997,4065,124114,6566,149170542,1230833,36331,Sat,May,20
29,59.99,14/05/2021,73318567,170,14341,1489,688,4052,106079,6167,146822154,1073070,33266,Fri,May,20
30,59.99,13/05/2021,73318567,142,12623,951,644,3715,79030,5683,136620621,889701,30177,Thu,May,19
31,59.99,12/05/2021,73318567,202,12903,964,790,4673,86658,6790,151085860,942477,35316,Wed,May,19
32,59.99,11/05/2021,73318567,112,13748,1121,548,3228,92614,4766,155978280,873516,27531,Tue,May,19
33,59.99,10/05/2021,73318567,131,14674,1395,705,3350,108708,4983,169430096,991730,33917,Mon,May,19
34,59.99,09/05/2021,73318567,146,12393,1314,610,3884,97248,6285,168024408,973792,34660,Sun,May,19
35,59.99,08/05/2021,73318567,143,10052,805,638,3554,82182,5714,167585151,863007,34291,Sat,May,19
36,59.99,07/05/2021,73318567,133,11761,1047,540,4049,82229,5895,166533816,867597,30421,Fri,May,19
37,59.99,06/05/2021,73318567,135,11065,1021,537,3925,90491,5788,167347054,889304,30852,Thu,May,18
38,59.99,05/05/2021,73318567,117,12053,1161,507,3679,83821,5445,163703836,822500,29291,Wed,May,18
39,59.99,04/05/2021,73318567,141,12492,1174,542,3431,93534,6738,165351961,977505,38896,Tue,May,18
40,59.99,03/05/2021,73318567,126,13802,1344,632,3489,119304,9675,168766437,1214826,53824,Mon,May,18
41,59.99,02/05/2021,73318567,127,17089,1982,688,3063,102490,5728,169038376,941317,35354,Sun,May,18
42,59.99,01/05/2021,73318567,104,9811,913,555,2594,64542,3989,167166342,654038,26379,Sat,May,18
43,59.99,30/04/2021,73318567,89,5122,493,347,2367,49407,3849,166390910,513576,21334,Fri,Apr,18
44,59.99,29/04/2021,73318567,96,3297,280,316,2362,39275,3442,165272801,412303,17204,Thu,Apr,17
45,59.99,28/04/2021,73318567,89,2657,227,303,2035,43546,2869,169419187,405610,16909,Wed,Apr,17
49,59.99,24/04/2021,73318567,2,461,44,5,1855,67635,2602,141692633,571143,19162,Sat,Apr,17
74,59.99,30/03/2021,73318567,1,313,34,2,856,21323,997,96344809,186133,7120,Tue,Mar,13
80,59.99,24/03/2021,73318567,2,590,57,14,1332,30399,1515,101897286,249632,9912,Wed,Mar,12
81,59.99,23/03/2021,73318567,2,711,71,12,1402,39112,1572,106099329,312360,12622,Tue,Mar,12
84,59.99,20/03/2021,73318567,4,1325,136,18,707,35647,894,95372662,255118,7869,Sat,Mar,12
85,59.99,19/03/2021,73318567,3,1084,99,13,1908,34649,2096,102330747,287409,12786,Fri,Mar,12
86,59.99,18/03/2021,73318567,1,1465,112,17,1187,21943,1392,105059702,199112,9237,Thu,Mar,11
87,59.99,17/03/2021,73318567,2,1365,135,22,436,16607,598,104892643,132240,4191,Wed,Mar,11
88,59.99,16/03/2021,73318567,3,1030,76,16,453,15079,621,103685376,124776,4113,Tue,Mar,11
89,59.99,15/03/2021,73318567,2,291,17,0,375,13777,533,86190389,107260,3508,Mon,Mar,11
90,59.99,14/03/2021,73318567,1,888,82,6,395,17166,533,61012743,82542,2610,Sun,Mar,11
91,59.99,13/03/2021,73318567,6,1454,119,42,351,12018,468,100196287,119022,4197,Sat,Mar,11
92,59.99,12/03/2021,73318567,7,1798,141,43,751,15393,935,110853705,150218,5440,Fri,Mar,11
93,59.99,11/03/2021,73318567,7,2644,234,34,1840,25275,2123,152432376,240280,9725,Thu,Mar,10
94,59.99,10/03/2021,73318567,6,2823,245,28,1813,27622,2090,153873907,253335,10602,Wed,Mar,10
95,59.99,09/03/2021,73318567,7,2913,229,67,1952,29426,2233,174266044,265422,12226,Tue,Mar,10
96,59.99,08/03/2021,73318567,10,2326,207,55,1165,24253,1363,122712510,218957,11496,Mon,Mar,10
97,59.99,07/03/2021,73318567,4,1892,210,16,730,22255,855,110497542,181179,7251,Sun,Mar,10
98,59.99,06/03/2021,73318567,11,1976,223,62,679,16738,796,97036517,147487,6807,Sat,Mar,10
99,59.99,05/03/2021,73318567,12,2291,219,110,876,15859,1022,87075554,150513,7685,Fri,Mar,10
100,59.99,04/03/2021,73318567,6,2922,300,102,1024,22049,1181,87683863,193954,10870,Thu,Mar,9
101,59.99,03/03/2021,73318567,12,3605,399,93,842,36025,992,92090829,270545,9570,Wed,Mar,9
102,59.99,02/03/2021,73318567,21,4646,533,146,1676,32254,1896,95133461,273542,11831,Tue,Mar,9
103,59.99,01/03/2021,73318567,6,8139,1198,55,2276,48224,2479,97043337,380760,17166,Mon,Mar,9
104,59.99,28/02/2021,73318567,56,28739,4715,407,2837,152168,3166,123215564,927391,25560,Sun,Feb,9
105,59.99,27/02/2021,73318567,56,27953,4898,414,1984,149519,2242,113771691,833757,20913,Sat,Feb,9
106,59.99,26/02/2021,73318567,83,25991,3781,638,1184,86998,1359,87916264,496262,13106,Fri,Feb,9
107,59.99,25/02/2021,73318567,65,17938,2407,540,689,40666,855,93694883,262976,7876,Thu,Feb,8
108,59.99,24/02/2021,73318567,49,12119,1259,410,672,30570,837,101408186,230145,8207,Wed,Feb,8
109,59.99,23/02/2021,73318567,24,7411,895,244,452,23915,605,95066903,180869,6054,Tue,Feb,8
110,59.99,22/02/2021,73318567,19,5204,599,208,431,25752,594,97780577,176931,6039,Mon,Feb,8
111,59.99,21/02/2021,73318567,37,7457,926,238,645,21828,886,125945228,185752,6513,Sun,Feb,8
112,59.99,20/02/2021,73318567,49,7176,1026,306,628,21171,830,125877548,184751,7139,Sat,Feb,8
113,59.99,19/02/2021,73318567,11,2616,306,93,243,16379,397,93850317,128106,3974,Fri,Feb,8
114,59.99,18/02/2021,73318567,9,1418,315,67,284,17506,439,93872079,111307,3902,Thu,Feb,7
115,59.99,17/02/2021,73318567,6,1277,309,82,253,18387,439,100772671,112684,4057,Wed,Feb,7
116,59.99,16/02/2021,73318567,6,977,250,78,281,16374,407,98064731,101167,3857,Tue,Feb,7
117,59.99,15/02/2021,73318567,3,575,134,41,159,10780,313,93274705,79680,3120,Mon,Feb,7
118,59.99,14/02/2021,73318567,2,565,129,28,215,12027,416,107936091,87390,3039,Sun,Feb,7
119,59.99,13/02/2021,73318567,1,528,101,27,253,12462,451,111864783,90433,3454,Sat,Feb,7
120,59.99,12/02/2021,73318567,5,388,120,18,162,10696,282,92757545,68417,2557,Fri,Feb,7
121,59.99,11/02/2021,73318567,3,498,142,31,194,11410,387,92973986,75961,2914,Thu,Feb,6
122,59.99,10/02/2021,73318567,4,589,189,27,196,11048,384,94964496,71295,2876,Wed,Feb,6
123,59.99,09/02/2021,73318567,2,369,92,17,148,9638,332,100305704,74891,2752,Tue,Feb,6
124,59.99,08/02/2021,73318567,6,413,101,19,217,10476,366,96652425,78114,2649,Mon,Feb,6
125,59.99,07/02/2021,73318567,2,466,116,15,170,12786,346,118459567,95147,3221,Sun,Feb,6
126,59.99,06/02/2021,73318567,1,287,78,19,188,12399,410,116898269,96107,3780,Sat,Feb,6
127,59.99,05/02/2021,73318567,1,278,51,17,229,7424,350,108289415,69818,3250,Fri,Feb,6
128,59.99,04/02/2021,73318567,6,334,45,35,360,8862,588,135950747,79577,3895,Thu,Feb,5
129,59.99,03/02/2021,73318567,3,343,76,28,372,9801,608,150939699,86832,4514,Wed,Feb,5
130,59.99,02/02/2021,73318567,5,306,71,25,457,11287,781,152633366,92728,5176,Tue,Feb,5
133,59.99,30/01/2021,73318567,1,261,49,7,175,10683,458,106561192,97276,3360,Sat,Jan,5
135,59.99,28/01/2021,73318567,1,0,37,2,134,7112,352,1,0,2167,Thu,Jan,4
136,59.99,27/01/2021,73318567,2,0,45,7,148,8414,391,1,0,2601,Wed,Jan,4
138,59.99,25/01/2021,73318567,2,0,110,13,219,20377,453,1,0,3427,Mon,Jan,4
139,59.99,24/01/2021,73318567,2,0,62,11,156,13797,495,1,0,3956,Sun,Jan,4
140,59.99,23/01/2021,73318567,1,0,73,4,124,14526,389,1,0,3246,Sat,Jan,4
